text,label,risk_code
honestly I've been self-harming to cope with the emotional pain. It's the only relief. not sure what to do,High,2
honestly I feel like I'm drowning and no one can hear me screaming for for help. need to talk about this,High,2
today i feel I wish I could just press pause on life for a while. need to talk about this,Medium,1
today i feel I've been cutting myself more frequently. The scars are getting deeper. just venting,High,2
honestly Had a great day at work today. Feeling productive and accomplished! i guess,Low,0
been thinking Meditation has been helping me stay centered lately. just venting,Low,0
I don't enjoy the things used to. Everything feels flat and boring. just venting,Medium,1
been thinking Everything is crumbling around me and I have no will to rebuild. i guess,High,2
been thinking I feel completely empty inside. Nothing brings me joy or hope. guess,High,2
Death seems like the only peaceful option left for someone like me. anyone else feel this way,High,2
Spent quality time with family this weekend. Feeling grateful. anyone else feel this this way,Low,0
honestly Coffee with an old friend today. Reconnecting feels wonderful. need to talk about this,Low,0
today i feel Having trouble concentrating. My thoughts keep wandering to negative places. just venting,Medium,1
just wanted to say Journaling has been helping me stay mindful and present. need to talk about this,Low,0
Got creative and painted something today. Art is therapeutic. i guess,Low,0
i think I don't enjoy the things I used to. Everything feels flat and boring. it is what it is,Medium,1
just wanted to say I've stopped eating and caring about myself. What's the point of anything. need to talk about this,High,2
been thinking I don't see the point in living anymore. Everything feels hopeless and dark.,High,2
tbh I feel like I'm falling everyone else my age. just venting,Medium,1
feeling like Constant worry about money and the future. It's consuming me. it is what it is,Medium,1
tbh Feeling overwhelmed with responsibilities. Not sure how to manage everything. it is what it is,Medium,1
been thinking Struggling to get out of bed most mornings. What's the point anyway. anyone else feel this way,Medium,1
lately Just ran my first 5K! of myself for sticking with training. just venting,Low,0
honestly I've been eating a more than usual. Food is my only comfort right now. need to talk about this,Medium,1
i think Feeling content with where I am in life right now.,Low,0
tbh I don't want to wake up tomorrow. Sleep is the only escape. honestly,High,2
"honestly Life is meaningless. I'm just existing, not living. I want it to stop. anyone else feel this way",High,2
i think Journaling has been helping me stay mindful and present. it is what it is,Low,0
just wanted to say My anxiety is making it hard to eat. I've lost my appetite completely. anyone else feel this way,Medium,1
I wrote my final note today. I'm so tired of fighting this battle alone. need to talk about this,High,2
lately I feel numb most the time. Not sad exactly just empty. not sure what to do,Medium,1
honestly Today was a normal day and that's perfectly fine with me. honestly,Low,0
can't help but feel Meditation has been helping me stay centered lately.,Low,0
honestly No one cares about me. I'm completely alone in this dark world. just venting,High,2
i think Started reading a new book and I'm really enjoying it far. need to talk about this,Low,0
There is no future for me. Everything I touch turns to ash. not sure what to do,High,2
today i feel Feeling content with where I am in life right now. i guess,Low,0
can't help but feel Got a compliment at work today. Made my whole day brighter.,Low,0
i think Death seems like the only peaceful option left for someone like me. just venting,High,2
i think Constant headaches from stress. My body is telling me something is wrong. just venting,Medium,1
can't help but feel Tried a new restaurant and the food was amazing! it is what it is,Low,0
feeling like I don't enjoy the things I used to. Everything feels flat and boring. just venting,Medium,1
been thinking Feeling overwhelmed with responsibilities. Not sure how to manage everything. it is what it is,Medium,1
i think My existence is meaningless suffering. I'm tired of pretending otherwise. need to talk about this,High,2
tbh Woke up feeling well-rested for the first time in a while. Simple pleasures. need to talk about this,Low,0
i think I fantasize about not existing. The world would keep spinning without me. anyone else feel this way,High,2
i think Listened to my favorite album today. Music is for the soul.,Low,0
tbh Constant worry about money and the future. consuming me. just venting,Medium,1
lately I've been drinking heavily to numb the pain. Nothing else works anymore. it is what it is,High,2
i think The darkness has won. I have no strength left to fight it.,High,2
been thinking Feeling content with where I am in life right now.,Low,0
lately Feeling stuck in life. Like I'm not making any progress at all.,Medium,1
"been thinking Love spending weekends with my family, family, just doing simple things together. not sure what to do",Low,0
been thinking Can't seem to shake this feeling of worry. Everything feels uncertain. need to talk about this,Medium,1
feeling like The weekend used to be something I looked forward to. Now it's just more emptiness. i guess,Medium,1
just wanted to say The sunset today was absolutely breathtaking. Nature is healing. honestly,Low,0
i think Journaling has been helping me stay mindful and present.,Low,0
can't help but feel Had a good conversation with my therapist. Feeling hopeful about progress. it is what is,Low,0
Haven't been sleeping well. My mind keeps racing at night. just venting,Medium,1
today i feel I wish I could just press pause on life for a while. anyone else feel this way,Medium,1
can't help but feel Everything feels like too much effort lately. basic tasks are hard. not sure what to do,Medium,1
honestly I've been crying for no apparent reason. Not sure what's wrong with me. else feel this way,Medium,1
Started avoiding phone calls and messages. Social interaction feels exhausting. not sure what to do,Medium,1
feeling like I wake up disappointed that woke up at all. anyone else feel this way,High,2
been thinking Made someone smile today and that made my day too. honestly,Low,0
right now Spent the day at the beach. The ocean always calms my mind.,Low,0
can't help but feel I don't enjoy the things I used to. Everything feels flat and boring. need to talk about this,Medium,1
i think darkness has won. I have no strength left to fight it. i guess,High,2
feeling feeling like Grateful for the support system I have. Life has its ups and downs but I'm okay.,Low,0
feeling like Anxiety Anxiety has been getting worse. Social situations make me really uncomfortable. it is what it is,Medium,1
I've written goodbye letters. I don't think I can hold on much longer. longer.,High,2
right now I've stopped taking my medication because I don't care what happens to me. it is what it is,High,2
been thinking Caught up on sleep this weekend and feeling much better now. just venting,Low,0
today i feel I'm a complete failure who doesn't deserve to to live. anyone else feel this way,High,2
can't help but feel Enjoying a peaceful evening with a good book and some tea. i guess,Low,0
been thinking I'm always tired but can't sleep. This cycle is really frustrating. i guess,Medium,1
I pretend to be fine around others but inside I'm struggling.,Medium,1
can't help but feel Feeling optimistic about the future and the possibilities ahead. anyone else feel this way,Low,0
i think I'm beyond help. No therapy or medication can fix what's broken inside me.,High,2
I've been thinking about hurting myself. The pain inside is unbearable. anyone else feel this way,High,2
honestly Having trouble concentrating. My thoughts keep wandering to negative places. not sure what to do,Medium,1
today i feel Started reading a new book and I'm really enjoying it so far. i guess,Low,0
right now Tried a new restaurant and the food was amazing! it is what it is,Low,0
been Journaling has been helping me stay mindful and present. not sure what to do,Low,0
today i feel Spent the day at the beach. The ocean always calms my mind. i guess,Low,0
just wanted to say Journaling has been helping me stay mindful and present. not sure what to do,Low,0
lately Grateful for the support system I have. Life has its ups and downs but I'm okay. need to talk about this,Low,0
lately I want the pain to stop. I just want everything to stop permanently. i guess,High,2
right now I feel dead inside already. My body is just going through the motions. honestly,High,2
can't help but feel Just baked cookies for my neighbors. Spreading kindness feels good. not sure what to do,Low,0
i think I feel completely inside. Nothing brings me joy or hope. i guess,High,2
lately I can't stop crying. The sadness is so deep it physically hurts. need to talk about this,High,2
Enjoying some quiet time alone. Self care is important. just venting,Low,0
today i feel Started avoiding phone calls and messages. Social interaction feels exhausting. just venting venting,Medium,1
today i feel Had an amazing lunch with colleagues. Good conversations always lift my mood. anyone else feel this way,Low,0
feeling like Grateful for the support system I have. Life has its ups and downs but I'm okay. i guess,Low,0
wanted to say I'm always on edge waiting for something bad to happen. i guess,Medium,1
tbh Just completed my morning workout. Feeling energized and ready for the day. day. anyone else feel this way,Low,0
honestly Sometimes I wonder if anyone would notice if I just disappeared for a while. i guess,Medium,1
tbh I feel completely empty inside. Nothing brings me me joy or hope. not sure what to do,High,2
honestly Feeling a bit down today. Work has been really stressful lately. i guess,Medium,1
just wanted to say I keep replaying conversations in my head wondering what I did wrong. it is what it is,Medium,1
just wanted to say I've lost all hope. Nothing is ever going to get better. better. Why try. honestly,High,2
Constant headaches from stress. My body is telling me something is wrong. just venting,Medium,1
i think Started reading a new book and I'm really enjoying it so far. just venting,Low,0
tbh No one cares about me. I'm completely alone in this dark world. anyone else feel this way,High,2
right now Journaling has been helping me stay mindful and present. anyone else feel this way,Low,0
can't help but feel I'm always tired but can't sleep. This cycle is really frustrating. just venting,Medium,1
honestly The world would be better without me. I'm nothing but a burden. honestly,High,2
just wanted to say say I'm beyond help. No therapy or medication can fix what's broken inside me. not sure what to do,High,2
been thinking I feel trapped in a life I never wanted. There's no escape from this misery. just venting,High,2
Beautiful sunrise this morning. Starting the day with positivity.,Low,0
been thinking I fantasize about not existing. The world would keep spinning without me. it is what it is,High,2
been thinking Haven't been sleeping well. My mind keeps racing at night. it is what it is,Medium,1
i think Simple walk in the neighborhood reminded me to appreciate the little things. honestly,Low,0
can't help but feel Had a good conversation with my therapist. Feeling hopeful about progress. i guess,Low,0
tbh I've stopped and caring about myself. What's the point of anything. it is what it is,High,2
lately Finally finished decorating my apartment. It really feels like home now. it is what it is,Low,0
I pretend to be fine around others but inside I'm struggling. anyone else feel this way,Medium,1
Finally got the promotion I've been working toward. Hard work pays off! just venting,Low,0
lately This is my last cry for help. If no one hears me I'm done done trying. just venting,High,2
lately I've eating and caring about myself. What's the point of anything. honestly,High,2
tbh Just ran my first 5K! Proud of myself for sticking training. it is what it is,Low,0
today i feel Made someone smile today and that made my day too. not sure what to do,Low,0
Adopted a new puppy and I'm over the moon with happiness. just venting,Low,0
right now The pressure to succeed is crushing me. I feel like a failure. honestly,Medium,1
feeling like I don't enjoy the things I used to. Everything feels flat and boring. just venting,Medium,1
honestly Finished a big project work. Feeling relieved and proud. not sure what to do,Low,0
can't help but feel Finally got the promotion I've been toward. Hard work pays off!,Low,0
today i feel I've been drinking heavily to numb the pain. Nothing else works anymore. need to talk about this,High,2
today i feel I feel like a burden to my friends and family. They'd be better off. honestly,Medium,1
just wanted to say I've been isolating for weeks. I haven't left my room or spoken to anyone. just venting,High,2
just wanted to say Had a productive meeting today. Things are moving in the right direction. not sure what to do,Low,0
tbh I've pushed everyone away. I'm completely isolated and broken beyond repair. anyone anyone else feel this way,High,2
can't help but feel I've been isolating for weeks. I haven't left my room or spoken spoken to anyone. i guess,High,2
just wanted to say Watched a great movie with friends. Sometimes simple things bring joy. i guess,Low,0
feeling like Feeling defeated after another rejection. Starting to lose hope. need to talk about this,Medium,1
Every day is torture. I don't know how much more I take. need to talk about this,High,2
"feeling like Life meaningless. I'm just existing, not living. I want it to stop. not sure what to do",High,2
been thinking I'm a complete failure who doesn't deserve to,High,2
tbh I feel feel dead inside already. My body is just going through the motions. it is what it is,High,2
i think I feel trapped in a life I never wanted. There's no escape from this misery. it is what it is,High,2
can't help but feel Lost interest in hobbies I used to love. Nothing excites me anymore. it is what it is,Medium,1
been thinking No one cares about I'm completely alone in this dark world. anyone else feel this way,High,2
Finally finished decorating my apartment. It really feels like home now. anyone else feel this this way,Low,0
I want the pain to stop. I just want to stop permanently. it is what it is,High,2
just wanted to say Had a good conversation with my therapist. Feeling hopeful about progress.,Low,0
I've pushed everyone away. I'm completely isolated and broken beyond repair. it is what it is,High,2
tbh Can't seem to shake this this feeling of worry. Everything feels uncertain. i guess,Medium,1
lately Made someone smile today and that made my day too. anyone else feel this way,Low,0
today i feel I feel like a to my friends and family. They'd be better off. need to talk about this,Medium,1
i think Listened to my favorite album today. Music is good for the soul. anyone else feel this way,Low,0
can't help but feel I've been eating a lot more than usual. Food is my only comfort right now. need to talk about this,Medium,1
can't help but feel My relationships feel strained. I don't know how to communicate what I feel. i guess,Medium,1
lately No one cares about me. I'm completely alone in this dark world. honestly,High,2
feeling like I feel trapped in a life I never There's no escape from this misery. anyone else feel this way,High,2
lately The darkness has won. I no strength left to fight it. honestly,High,2
can't help but This is my last cry for help. If no one hears me I'm done trying. it is what it is,High,2
been thinking I've been thinking about hurting myself. The pain inside is unbearable. anyone else feel this way,High,2
tbh Just ran my first 5K! Proud of myself for sticking with training. anyone else feel this way,Low,0
right now Caught up on sleep this weekend and feeling much better now. i guess,Low,0
right now The voices in my head keep telling me I'm worthless and should give up. anyone else feel this way,High,2
tbh Constant headaches from stress. My body is is telling me something is wrong. honestly,Medium,1
been thinking Death seems like the only peaceful option left for someone like me. not sure what to do,High,2
lately Some days are okay but most feel gray and empty. not sure what to do,Medium,1
lately I can't remember what happiness feels like. It's been dark for so long. just venting,High,2
feeling like Everything feels like too much effort lately. Even basic tasks are hard. it is what it is,Medium,1
just wanted to say Things have been tough lately. Struggling to find motivation to do anything. i guess,Medium,1
honestly Meditation has been helping me stay centered honestly,Low,0
tbh I've lost everything that mattered. There's nothing left holding me here. i guess,High,2
right now I've been drinking heavily to numb the pain. Nothing else works anymore. need to talk about this,High,2
today i feel Enjoying some quiet time alone. Self care is important. not sure what to do,Low,0
lately I feel like I'm drowning and no one can hear me screaming for help. it is what it is,High,2
Feeling optimistic about the future and the possibilities ahead. need to talk about this,Low,0
lately Just baked cookies for my neighbors. Spreading kindness good. just venting,Low,0
can't help but feel Woke up feeling well-rested for the first time in a while. Simple pleasures. it is what it is,Low,0
feeling like Started reading a new book and I'm really enjoying it so far. just venting,Low,0
honestly No one cares about me. I'm completely alone in this dark world. it is what it is,High,2
lately I'm a mistake that should never have been born this world. it is what it is,High,2
My team won the game tonight! Exciting times with good friends. honestly,Low,0
tbh I've given away my possessions. I won't need them where I'm going. anyone else feel this way,High,2
been thinking I'm tired of pretending everything is okay when it really isn't. just venting,Medium,1
honestly I've been isolating myself more and more. People drain my energy. anyone else feel way,Medium,1
feeling like I've lost everything that mattered. There's nothing left holding me here. not sure what to do,High,2
been thinking Feeling overwhelmed with responsibilities. Not sure how to manage everything.,Medium,1
tbh No one cares about me. I'm completely alone in this dark world.,High,2
been thinking My anxiety is making it hard to eat. I've lost my appetite completely. need to talk about this,Medium,1
just wanted to say I've lost everything that mattered. There's nothing left holding me here. honestly,High,2
right now I can't remember what happiness feels like. It's been dark for so long. just venting,High,2
feeling like I wish I could just press pause on life for a while. just venting,Medium,1
i think I've lost everything that mattered. There's nothing left holding me here. not sure what to do,High,2
today i feel Anxiety has been getting worse. Social situations make me really uncomfortable.,Medium,1
been thinking Today was was a normal day and that's perfectly fine with me. anyone else feel this way,Low,0
today i feel I've been isolating myself more and more. People drain my energy. anyone else feel this way,Medium,1
right now I've been cutting myself frequently. The scars are getting deeper. it is what it is,High,2
right now Feeling a bit down today. Work has been really stressful lately. not sure what to do,Medium,1
tbh I want the pain to stop. I just want everything to stop permanently. just venting,High,2
lately I'm a a complete failure who doesn't deserve to live. anyone else feel this way,High,2
Had a productive meeting today. Things are moving in the right direction. anyone else feel this way,Low,0
feeling like Struggling to get out of bed most mornings. What's the point anyway. not sure what to do,Medium,1
lately I don't see the point in living anymore. Everything Everything feels hopeless and dark.,High,2
today i feel Today I choose happiness and gratitude for what I have. honestly,Low,0
feeling like Just completed my morning workout. Feeling energized and ready for the day. honestly,Low,0
I feel like a burden to my friends and family. They'd be better off. anyone else feel this way,Medium,1
lately Feeling defeated after another rejection. Starting to lose hope. i guess,Medium,1
just wanted to say I'm struggling with change. Everything new makes me anxious. it is what it is,Medium,1
Death seems like the only peaceful option left for someone like me. not sure what to do,High,2
feeling like Got a compliment at work today. Made my whole day brighter. just venting,Low,0
today i feel Watched a great movie with friends. Sometimes simple things bring joy. honestly,Low,0
right now Feeling lonely even when I'm around people. No one truly understands. it is what it is,Medium,1
tbh Everything is crumbling around me and I have no will to rebuild. need to talk about this,High,2
So proud of my friend who graduated today! Celebrating achievements is wonderful.,Low,0
honestly I'm beyond help. No therapy or medication can fix what's broken inside me. anyone else feel this way,High,2
i think I've lost all hope. Nothing is ever going to get better. Why try. not sure what to do,High,2
today i feel I don't enjoy the things I used to. Everything flat and boring. need to talk about this,Medium,1
feeling like Some days are okay but most feel gray and empty. honestly,Medium,1
today feel I feel like a burden to my friends and family. They'd be better off. honestly,Medium,1
i think Adopted a new puppy and I'm over the moon with happiness. it is what it is,Low,0
feeling like I fantasize about not not existing. The world would keep spinning without me.,High,2
feeling like like I'm beyond help. No therapy or medication can fix what's broken inside me. it is what it is,High,2
lately So proud of my friend who graduated today! Celebrating achievements is wonderful. anyone else feel this way,Low,0
feeling like I wrote my final note today. I'm so tired of fighting this battle alone.,High,2
lately I've lost everything that mattered. There's nothing left holding me here. anyone else this way,High,2
right now Spent the day the beach. The ocean always calms my mind. honestly,Low,0
can't help but feel I've been planning how to end my suffering. I can't do this anymore. need to talk about this,High,2
feeling like I fantasize about not existing. The world would keep spinning without me. just venting,High,2
honestly I can't remember the last time I genuinely laughed or felt happy. just venting,Medium,1
honestly I can't function anymore. Basic existence is an overwhelming burden. just venting,High,2
right now Just ran my first 5K! Proud of myself for sticking with training. need to talk about this,Low,0
Things have been tough lately. Struggling to find motivation to do anything. need to talk about this,Medium,1
feeling like Haven't been sleeping well. My mind keeps racing at night. i guess,Medium,1
just wanted to say Adopted a new and I'm over the moon with happiness. it is what it is,Low,0
honestly Constant headaches from stress. My body is telling me something is wrong.,Medium,1
can't help but feel The darkness has won. I have no strength left to fight it. i guess,High,2
can't help but feel Feeling invisible at work and in my personal life.,Medium,1
tbh The suicidal thoughts are getting louder and harder to ignore. just venting,High,2
feeling like I've been cutting myself more frequently. The scars are getting deeper.,High,2
today i feel Today I choose happiness and gratitude for what I have. anyone else feel this way,Low,0
feeling like The voices in my head keep telling me I'm worthless and should give up. anyone else feel this way,High,2
been thinking Finally finished decorating my apartment. It really feels like home now.,Low,0
Some days are okay but most feel gray and empty.,Medium,1
just wanted to say Today I choose happiness and gratitude for what I have. anyone else feel this way,Low,0
i think Death seems like the only peaceful option left for someone like me. anyone else feel this way,High,2
Organized my room today and it feels so satisfying. not sure what to do,Low,0
i think Grateful for the support system I have. Life has its ups and downs but I'm okay.,Low,0
just wanted to say Just ran my first 5K! Proud of myself for sticking with training. need to talk about this,Low,0
right now There is is no future for me. Everything I touch turns to ash. just venting,High,2
been thinking I keep comparing myself to others and it makes me feel inadequate. just venting,Medium,1
right now I don't see the point in living anymore. Everything feels hopeless and dark. it is what it is,High,2
lately I wish I could just disappear forever. Nobody would even even care. just venting,High,2
I can't remember the last time I genuinely laughed or felt happy. not sure what to do,Medium,1
been thinking I've lost all hope. Nothing is ever going to get better. Why try. not sure what to do,High,2
just wanted to say Volunteered at the shelter today. Giving back feels meaningful. just venting,Low,0
right now I'm always on edge waiting for something bad to happen. it is what it is,Medium,1
honestly Just ran my first 5K! Proud of myself for sticking with training.,Low,0
lately I feel trapped in a life I never wanted. There's no escape from this misery. honestly,High,2
tbh I'm always on edge waiting for something bad to happen. i guess,Medium,1
today i feel Simple walk in the neighborhood reminded me to appreciate the little things.,Low,0
Feeling Feeling like I'm not good enough for anything. Low confidence days.,Medium,1
lately I've been thinking about hurting myself. The pain pain inside is unbearable. it is what it is,High,2
lately I'm tired of pretending everything is okay when it really isn't.,Medium,1
My relationships feel strained. I don't know how to communicate what I feel.,Medium,1
feeling Caught up on sleep this weekend and feeling much better now. it is what it is,Low,0
tbh Feeling defeated after another rejection. Starting to lose hope. need to talk about this,Medium,1
feeling like Finally got the promotion I've been working toward. Hard work pays off! not sure what to do,Low,0
been thinking I can't stop crying. The sadness is so deep it physically hurts. honestly,High,2
just wanted to say I feel numb most of the time. sad exactly just empty. just venting,Medium,1
i think Feeling blessed to have such supportive coworkers. honestly,Low,0
been thinking Adopted a new puppy and I'm over the moon with happiness. honestly,Low,0
I've lost all hope. Nothing is ever going to get better. Why try. not sure what to do,High,2
right now Things have been tough lately. Struggling to find motivation to do anything. just venting,Medium,1
lately Feeling invisible at work work and in my personal life. just venting,Medium,1
can't help but feel I wish I could just disappear forever. Nobody would even care. not sure what do,High,2
feeling like Finished a big project at work. Feeling relieved and proud. honestly,Low,0
right now Just came back from vacation feeling refreshed and recharged.,Low,0
honestly Some days are okay but most feel gray and empty. i guess,Medium,1
The world would be better without me. I'm nothing but a burden. just venting,High,2
i think Things have been tough lately. Struggling to find motivation to do anything. not sure what to do,Medium,1
been been thinking Meditation has been helping me stay centered lately. i guess,Low,0
i think I've been isolating myself more and more. People drain my energy. just venting,Medium,1
today i feel I've been isolating for weeks. I haven't left my room or spoken to anyone.,High,2
just wanted to say I've lost all hope. Nothing is ever going to to get better. Why try. just venting,High,2
been thinking I've given away my possessions. I won't need them where I'm going. not sure what to do,High,2
tbh No one in this world would miss me. I'm invisible and insignificant. not sure what to do,High,2
Caught up on sleep this weekend and feeling much better now. i guess,Low,0
today i feel There is no future for me. Everything I touch turns to ash. i guess,High,2
feeling like Volunteered at the shelter today. Giving back feels meaningful. just venting,Low,0
just wanted to say No one in this world would miss me. I'm invisible and insignificant. it is what it is,High,2
tbh The world would be better without me. I'm nothing nothing but a burden. need to talk about this,High,2
lately Feeling optimistic about the future and the possibilities ahead. not sure what to do,Low,0
feeling like Made someone smile today and that made my day too. honestly,Low,0
today i feel Just ran my first 5K! Proud of myself for sticking with training. need to talk about this,Low,0
i think Listened to my favorite album today. Music is good for the soul. honestly,Low,0
Learning a new skill and making progress. Small wins matter! honestly,Low,0
i think Lost interest in hobbies I used to love. Nothing excites me anymore.,Medium,1
today i feel I want the pain to stop. I just want everything stop permanently. need to talk about this,High,2
honestly Finally finished decorating my apartment. It really feels like home now.,Low,0
today i feel I've stopped eating and caring about myself. What's the point of anything. anyone else feel this way,High,2
just wanted to say No one in this world would miss me. I'm invisible and insignificant. not sure what to do,High,2
feeling like Got creative and painted something today. Art is therapeutic. need to talk this,Low,0
tbh Finally got the promotion I've been working toward. Hard work pays off! need to talk about this,Low,0
honestly Finished a big project at work. relieved and proud.,Low,0
Can't focus focus on anything productive. My brain feels scattered.,Medium,1
"today i feel My mood swings are getting worse. One minute I'm fine, the next I'm not. need to talk about this",Medium,1
been thinking Just ran my first 5K! Proud myself for sticking with training. just venting,Low,0
lately Got a compliment at work today. Made my whole day brighter. not sure what to do,Low,0
feeling like I fantasize about not existing. The world would keep spinning without me. i guess,High,2
